time_min	time_mean	time_maxl	time_max	ra	psi	logw	loghrss	logprior	logl	frequency	deltaloglv1	deltalogll1	deltaloglh1	deltalogl	dec	bandwidth	alpha	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.19040260631659e+00	-3.63434990073851e+01	-4.94129540459688e+01	1.33016052958331e+02	-3.78973222770653e+04	1.53818340216207e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93200011089968e+02	8.49215924739838e-01	9.81386256675221e+01	5.71692429633752e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.19582101803910e+00	-3.75208460695466e+01	-4.93974179927743e+01	1.33032601421294e+02	-3.78973196739515e+04	1.53411879345676e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93202614203823e+02	8.49215924739838e-01	9.80072490010473e+01	5.65510894965807e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.18393353345278e+00	-3.74822144515887e+01	-4.94691957608234e+01	1.33187308981529e+02	-3.78973168719220e+04	1.53201089412171e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93205416233308e+02	8.49215924739838e-01	9.81333679003560e+01	5.69872378614571e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.22703242750701e+00	-3.75382792547784e+01	-4.94443323290956e+01	1.32964857432487e+02	-3.78973133720021e+04	1.53286039547865e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93208916153199e+02	8.49215924739838e-01	9.84395845998162e+01	5.62842767076494e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.71767599269401e+00	-3.81384104305852e+01	-4.93615733417933e+01	1.32482494306122e+02	-3.78973104057189e+04	1.52294425070207e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93211882436357e+02	8.49215924739838e-01	9.89204516444241e+01	2.59599542858391e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.77625641140043e+00	-3.72470972411521e+01	-4.95087076811135e+01	1.32542439987591e+02	-3.78973032459843e+04	1.54100499338575e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93219042171040e+02	8.49215924739838e-01	9.96940847223568e+01	2.59172361232629e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.80626081983595e+00	-3.74386219319209e+01	-4.93666931960739e+01	1.32298693865324e+02	-3.78972993047218e+04	1.52079311070874e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93222983433523e+02	8.49215924739838e-01	9.93258815412598e+01	2.51631830225494e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.77736909529384e+00	-3.75055198408660e+01	-4.95318197381618e+01	1.32528091648117e+02	-3.78972971615871e+04	1.51437225973932e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93225126568170e+02	8.49215924739838e-01	9.98621996959277e+01	2.59592547418921e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.13854452913167e+00	-3.80380240528409e+01	-4.95112052947788e+01	1.32623161500089e+02	-3.78972969315660e+04	1.52935327038698e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93225356589261e+02	8.49215924739838e-01	9.95465066588181e+01	5.81991974238653e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.11903788056034e+00	-3.76667249329899e+01	-4.94235684378425e+01	1.32654767769300e+02	-3.78972914408556e+04	1.53573786441444e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93230847299674e+02	8.49215924739838e-01	9.89484724387631e+01	5.81290765918617e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.11600505683970e+00	-3.57852561559041e+01	-4.94124703470002e+01	1.32495039911904e+02	-3.78972902508936e+04	1.51826115491773e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93232037261711e+02	8.49215924739838e-01	9.92060938407245e+01	5.80973647084998e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.20259507412046e+00	-3.75474507996818e+01	-4.94204508251972e+01	1.32290058324095e+02	-3.78972887719874e+04	1.54435901590004e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93233516167915e+02	8.49215924739838e-01	9.96691481257948e+01	5.62649555966813e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.18386282065948e+00	-3.68307606570124e+01	-4.93950279138280e+01	1.32354803325799e+02	-3.78972887369061e+04	1.54565531167396e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93233551249250e+02	8.49215924739838e-01	9.93844259699338e+01	5.72182308073959e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.18354709464393e+00	-3.81535817093153e+01	-4.93515728659115e+01	1.31956745745412e+02	-3.78972887249751e+04	1.53349281876079e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93233563180162e+02	8.49215924739838e-01	9.99235416983534e+01	5.59232482418622e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.70426639601346e+00	-3.82868079139194e+01	-4.93672621777938e+01	1.31992181018284e+02	-3.78972882333222e+04	1.52697585258873e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93234054833076e+02	8.49215924739838e-01	9.99468372198112e+01	2.54844377847030e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.81441060035817e+00	-3.79513259311195e+01	-4.94570427525389e+01	1.32589387375961e+02	-3.78972871506632e+04	1.53843859355824e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93235137492069e+02	8.49215924739838e-01	9.92860388099302e+01	2.51198039839672e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.17212293731364e+00	-3.83158516787078e+01	-4.93593121941124e+01	1.32162272430380e+02	-3.78972867931531e+04	1.53841375385058e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93235495002198e+02	8.49215924739838e-01	9.95570204475032e+01	5.77311539384861e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.72620567455955e+00	-3.82374911657254e+01	-4.94137491359802e+01	1.32804543149361e+02	-3.78972851543023e+04	1.53025470338390e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93237133852963e+02	8.49215924739838e-01	9.85809252377795e+01	2.68570686416293e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.23047703786181e+00	-3.74252036436258e+01	-4.94421677100636e+01	1.32406223761581e+02	-3.78972820917550e+04	1.53256177025578e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93240196400286e+02	8.49215924739838e-01	9.95663325147696e+01	5.76677455726522e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.77847040638252e+00	-3.76013374417879e+01	-4.93879757841910e+01	1.32990984330184e+02	-3.78972816535883e+04	1.52659478741763e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93240634566995e+02	8.49215924739838e-01	9.80349253119077e+01	2.51991305444315e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.80697105101427e+00	-3.72155377787600e+01	-4.94474845128617e+01	1.32223272609580e+02	-3.78972619746396e+04	1.51912110550896e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93260313515733e+02	8.49215924739838e-01	9.99660047536694e+01	2.62001521072603e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	2.78133169598900e+00	-3.78443134661162e+01	-4.94534000338600e+01	1.33104760427940e+02	-3.78972556519336e+04	1.53331384197787e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93266636221735e+02	8.49215924739838e-01	9.82063624428436e+01	2.51995632131673e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.19945815015440e+00	-3.75151693341761e+01	-4.94600378894414e+01	1.33051155024351e+02	-3.78972516226485e+04	1.52036697352851e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93270665506796e+02	8.49215924739838e-01	9.83586308122704e+01	5.75014147838146e+00	
1.10631698138418e+09	1.10631698138413e+09	1.10631698143516e+09	1.10631698148418e+09	8.04744482040405e-01	1.17680744092890e+00	-3.70184137585517e+01	-4.94542928791784e+01	1.33092363919036e+02	-3.78972413369809e+04	1.53495437712676e+03	1.26132956660165e+04	1.26527068254648e+04	1.28245197966739e+04	1.93280951174369e+02	8.49215924739838e-01	9.82376242049972e+01	5.70183839463489e+00	
